title,genres,year,imdbId
Hustler White,['Romance'],1996,116587
Entertaining Angels: The Dorothy Day Story,['Drama'],1996,116212
The Line King: The Al Hirschfeld Story,['Documentary'],1996,116886
When We Were Kings,['Documentary'],1996,118147
Wallace & Gromit: The Wrong Trousers,"['Animation', 'Children', 'Comedy', 'Crime']",1993,108598
"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",['Drama'],1982,84589
Lesson Faust,"['Animation', 'Comedy', 'Drama', 'Fantasy']",1994,109781
"Children Are Watching Us, The (Bambini ci guardano, I)",['Drama'],1944,34493
"Tin Drum, The (Blechtrommel, Die)","['Drama', 'War']",1979,78875
The Ruling Class,"['Comedy', 'Drama']",1972,69198
Mina Tannenbaum,['Drama'],1994,110521
Dear God,['Comedy'],1996,116059
Best of the Best 3: No Turning Back,['Action'],1995,112483
Bob Roberts,['Comedy'],1992,103850
Cinema Paradiso (Nuovo cinema Paradiso),['Drama'],1989,95765
The Cook the Thief His Wife & Her Lover,"['Comedy', 'Drama']",1989,97108
Delicatessen,"['Comedy', 'Drama', 'Romance']",1991,101700
"Double Life of Veronique, The (Double Vie de Véronique, La)","['Drama', 'Fantasy', 'Romance']",1991,101765
Enchanted April,"['Drama', 'Romance']",1992,101811
Paths of Glory,"['Drama', 'War']",1957,50825
The Grifters,"['Crime', 'Drama', 'Film-Noir']",1990,99703
Hear My Song,['Comedy'],1991,102014
The English Patient,"['Drama', 'Romance', 'War']",1996,116209
Mediterraneo,"['Comedy', 'Drama']",1991,102426
My Left Foot,['Drama'],1989,97937
"Sex, Lies, and Videotape",['Drama'],1989,98724
Passion Fish,['Drama'],1992,105107
Strictly Ballroom,"['Comedy', 'Romance']",1992,105488
The Thin Blue Line,['Documentary'],1988,96257
Tie Me Up! Tie Me Down! (¡Átame!),"['Crime', 'Drama', 'Romance']",1990,101026
Madonna: Truth or Dare,"['Documentary', 'Musical']",1991,102370
Paris Is Burning,['Documentary'],1990,100332
One Flew Over the Cuckoo's Nest,['Drama'],1975,73486
Cheech and Chong's Up in Smoke,['Comedy'],1978,78446
Star Wars: Episode V - The Empire Strikes Back,"['Action', 'Adventure', 'Sci-Fi']",1980,80684
The Princess Bride,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",1987,93779
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),"['Action', 'Adventure']",1981,82971
Brazil,"['Fantasy', 'Sci-Fi']",1985,88846
Aliens,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",1986,90605
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)","['Action', 'Adventure', 'Western']",1966,60196
Withnail & I,['Comedy'],1987,94336
12 Angry Men,['Drama'],1957,50083
Lawrence of Arabia,"['Adventure', 'Drama', 'War']",1962,56172
A Clockwork Orange,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",1971,66921
To Kill a Mockingbird,['Drama'],1962,56592
Apocalypse Now,"['Action', 'Drama', 'War']",1979,78788
Once Upon a Time in the West (C'era una volta il West),"['Action', 'Drama', 'Western']",1968,64116
Star Wars: Episode VI - Return of the Jedi,"['Action', 'Adventure', 'Sci-Fi']",1983,86190
"Wings of Desire (Himmel über Berlin, Der)","['Drama', 'Fantasy', 'Romance']",1987,93191
The Third Man,"['Film-Noir', 'Mystery', 'Thriller']",1949,41959
Goodfellas,"['Crime', 'Drama']",1990,99685
Alien,"['Horror', 'Sci-Fi']",1979,78748
Army of Darkness,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",1993,106308
"Big Blue, The (Grand bleu, Le)","['Adventure', 'Drama', 'Romance']",1988,95250
Ran,"['Drama', 'War']",1985,89881
"Killer, The (Die xue shuang xiong)","['Action', 'Crime', 'Drama', 'Thriller']",1989,97202
Psycho,"['Crime', 'Horror']",1960,54215
The Blues Brothers,"['Action', 'Comedy', 'Musical']",1980,80455
The Godfather: Part II,"['Crime', 'Drama']",1974,71562
Full Metal Jacket,"['Drama', 'War']",1987,93058
A Grand Day Out with Wallace and Gromit,"['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",1989,104361
Henry V,"['Action', 'Drama', 'Romance', 'War']",1989,97499
Amadeus,['Drama'],1984,86879
The Quiet Man,"['Drama', 'Romance']",1952,45061
Once Upon a Time in America,"['Crime', 'Drama']",1984,87843
Raging Bull,['Drama'],1980,81398
Annie Hall,"['Comedy', 'Romance']",1977,75686
The Right Stuff,['Drama'],1983,86197
Stalker,"['Drama', 'Mystery', 'Sci-Fi']",1979,79944
"Boot, Das (Boat, The)","['Action', 'Drama', 'War']",1981,82096
The Sting,"['Comedy', 'Crime']",1973,70735
Harold and Maude,"['Comedy', 'Drama', 'Romance']",1971,67185
Trust,"['Comedy', 'Drama', 'Romance']",1990,103130
"Seventh Seal, The (Sjunde inseglet, Det)",['Drama'],1957,50976
Local Hero,['Comedy'],1983,85859
The Terminator,"['Action', 'Sci-Fi', 'Thriller']",1984,88247
Dead Alive (Braindead),"['Comedy', 'Fantasy', 'Horror']",1992,103873
Glory,"['Drama', 'War']",1989,97441
Rosencrantz and Guildenstern Are Dead,"['Comedy', 'Drama']",1990,100519
Manhattan,"['Comedy', 'Drama', 'Romance']",1979,79522
Miller's Crossing,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1990,100150
Dead Poets Society,['Drama'],1989,97165
The Graduate,"['Comedy', 'Drama', 'Romance']",1967,61722
Touch of Evil,"['Crime', 'Film-Noir', 'Thriller']",1958,52311
"Femme Nikita, La (Nikita)","['Action', 'Crime', 'Romance', 'Thriller']",1990,100263
The Bridge on the River Kwai,"['Adventure', 'Drama', 'War']",1957,50212
8 1/2 (8½),"['Drama', 'Fantasy']",1963,56801
Chinatown,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1974,71315
The Day the Earth Stood Still,"['Drama', 'Sci-Fi', 'Thriller']",1951,43456
The Treasure of the Sierra Madre,"['Action', 'Adventure', 'Drama', 'Western']",1948,40897
Bad Taste,"['Comedy', 'Horror', 'Sci-Fi']",1987,92610
Duck Soup,"['Comedy', 'Musical', 'War']",1933,23969
Better Off Dead...,"['Comedy', 'Romance']",1985,88794
The Shining,['Horror'],1980,81505
Stand by Me,"['Adventure', 'Drama']",1986,92005
M,"['Crime', 'Film-Noir', 'Thriller']",1931,22100
Evil Dead II (Dead by Dawn),"['Action', 'Comedy', 'Fantasy', 'Horror']",1987,92991
The Great Escape,"['Action', 'Adventure', 'Drama', 'War']",1963,57115
The Deer Hunter,"['Drama', 'War']",1978,77416
Diva,"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",1981,82269
Groundhog Day,"['Comedy', 'Fantasy', 'Romance']",1993,107048
Unforgiven,"['Drama', 'Western']",1992,105695
The Manchurian Candidate,"['Crime', 'Thriller', 'War']",1962,56218
Pump Up the Volume,"['Comedy', 'Drama']",1990,100436
Arsenic and Old Lace,"['Comedy', 'Mystery', 'Thriller']",1944,36613
Back to the Future,"['Adventure', 'Comedy', 'Sci-Fi']",1985,88763
Fried Green Tomatoes,"['Comedy', 'Crime', 'Drama']",1991,101921
Patton,"['Drama', 'War']",1970,66206
Down by Law,"['Comedy', 'Drama', 'Film-Noir']",1986,90967
Akira,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",1988,94625
Highlander,"['Action', 'Adventure', 'Fantasy']",1986,91203
Cool Hand Luke,['Drama'],1967,61512
Cyrano de Bergerac,"['Comedy', 'Drama', 'Romance']",1990,99334
Young Frankenstein,"['Comedy', 'Fantasy']",1974,72431
Night on Earth,"['Comedy', 'Drama']",1991,102536
Raise the Red Lantern (Da hong deng long gao gao gua),['Drama'],1991,101640
The Great Dictator,"['Comedy', 'Drama', 'War']",1940,32553
Fantasia,"['Animation', 'Children', 'Fantasy', 'Musical']",1940,32455
High Noon,"['Drama', 'Western']",1952,44706
The Big Sleep,"['Crime', 'Film-Noir', 'Mystery']",1946,38355
Heathers,['Comedy'],1989,97493
Somewhere in Time,"['Drama', 'Romance']",1980,81534
Ben-Hur,"['Action', 'Adventure', 'Drama']",1959,52618
This Is Spinal Tap,['Comedy'],1984,88258
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),['Documentary'],1983,85809
Some Kind of Wonderful,"['Drama', 'Romance']",1987,94006
Indiana Jones and the Last Crusade,"['Action', 'Adventure']",1989,97576
Being There,"['Comedy', 'Drama']",1979,78841
Gandhi,['Drama'],1982,83987
The Unbearable Lightness of Being,['Drama'],1988,96332
A Room with a View,"['Drama', 'Romance']",1986,91867
Real Genius,['Comedy'],1985,89886
Pink Floyd: The Wall,"['Drama', 'Musical']",1982,84503
The Killing Fields,"['Drama', 'War']",1984,87553
My Life as a Dog (Mitt liv som hund),"['Comedy', 'Drama']",1985,89606
Forbidden Planet,"['Drama', 'Sci-Fi']",1956,49223
Field of Dreams,"['Children', 'Drama', 'Fantasy']",1989,97351
The Man Who Would Be King,"['Adventure', 'Drama']",1975,73341
Butch Cassidy and the Sundance Kid,"['Action', 'Western']",1969,64115
"Paris, Texas","['Drama', 'Romance']",1984,87884
Until the End of the World (Bis ans Ende der Welt),"['Adventure', 'Drama', 'Sci-Fi']",1991,101458
When Harry Met Sally...,"['Comedy', 'Romance']",1989,98635
Hype!,['Documentary'],1996,116589
Female Perversions,['Drama'],1996,116293
Blue Juice,"['Comedy', 'Drama']",1995,112537
Alien³ (a.k.a. Alien 3),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1992,103644
An American Werewolf in London,"['Comedy', 'Horror', 'Thriller']",1981,82010
Amityville 1992: It's About Time,['Horror'],1992,103678
Amityville 3-D,['Horror'],1983,85159
Amityville: Dollhouse,['Horror'],1996,115535
Amityville: A New Generation,['Horror'],1993,106262
Amityville II: The Possession,['Horror'],1982,83550
The Amityville Horror,"['Drama', 'Horror', 'Mystery', 'Thriller']",1979,78767
The Amityville Curse,['Horror'],1990,99030
Blood for Dracula (Andy Warhol's Dracula),['Horror'],1974,71233
April Fool's Day,['Horror'],1986,90655
Audrey Rose,['Horror'],1977,75704
The Believers,"['Horror', 'Thriller']",1987,92632
The Birds,"['Horror', 'Thriller']",1963,56869
The Blob,"['Horror', 'Sci-Fi']",1958,51418
Blood Beach,"['Horror', 'Mystery']",1981,82083
Body Parts,"['Horror', 'Thriller']",1991,101492
The Body Snatcher,"['Drama', 'Horror', 'Thriller']",1945,37549
Dracula (Bram Stoker's Dracula),"['Fantasy', 'Horror', 'Romance', 'Thriller']",1992,103874
"Bride of Frankenstein, The (Bride of Frankenstein)","['Drama', 'Horror', 'Sci-Fi']",1935,26138
Burnt Offerings,['Horror'],1976,74258
Candyman,"['Horror', 'Thriller']",1992,103919
Cape Fear,['Thriller'],1991,101540
Cape Fear,"['Crime', 'Drama', 'Thriller']",1962,55824
Carrie,"['Drama', 'Fantasy', 'Horror', 'Thriller']",1976,74285
Cat People,"['Drama', 'Fantasy', 'Horror']",1982,83722
A Nightmare on Elm Street,"['Horror', 'Thriller']",1984,87800
"Nosferatu (Nosferatu, eine Symphonie des Grauens)",['Horror'],1922,13442
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),['Horror'],1986,91651
The Omen,"['Horror', 'Mystery', 'Thriller']",1976,75005
Blood and Wine (Blood & Wine),"['Crime', 'Drama', 'Thriller']",1996,115710
Albino Alligator,"['Crime', 'Thriller']",1996,115495
The Mirror Has Two Faces,"['Comedy', 'Drama', 'Romance']",1996,117057
Breaking the Waves,"['Drama', 'Mystery']",1996,115751
Nightwatch,"['Horror', 'Thriller']",1997,119791
Star Trek: First Contact,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996,117731
Shine,"['Drama', 'Romance']",1996,117631
Sling Blade,['Drama'],1996,117666
Jingle All the Way,"['Children', 'Comedy']",1996,116705
Paradise Lost: The Child Murders at Robin Hood Hills,['Documentary'],1996,117293
The Preacher's Wife,['Drama'],1996,117372
Ridicule,['Drama'],1996,117477
The Crucible,['Drama'],1996,115988
101 Dalmatians,"['Adventure', 'Children', 'Comedy']",1996,115433
Die Hard 2,"['Action', 'Adventure', 'Thriller']",1990,99423
Star Trek: The Motion Picture,"['Adventure', 'Sci-Fi']",1979,79945
Star Trek VI: The Undiscovered Country,"['Action', 'Mystery', 'Sci-Fi']",1991,102975
Star Trek V: The Final Frontier,"['Action', 'Sci-Fi']",1989,98382
Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1982,84726
Star Trek III: The Search for Spock,"['Action', 'Adventure', 'Sci-Fi']",1984,88170
Star Trek IV: The Voyage Home,"['Adventure', 'Comedy', 'Sci-Fi']",1986,92007
Batman Returns,"['Action', 'Crime']",1992,103776
Young Guns,"['Action', 'Comedy', 'Western']",1988,96487
Young Guns II,"['Action', 'Western']",1990,100994
Grease,"['Comedy', 'Musical', 'Romance']",1978,77631
Grease 2,"['Comedy', 'Musical', 'Romance']",1982,84021
Marked for Death,"['Action', 'Drama']",1990,100114
Under Siege,"['Action', 'Drama', 'Thriller']",1992,105690
Jaws,"['Action', 'Horror']",1975,73195
Jaws 2,"['Horror', 'Thriller']",1978,77766
Jaws 3-D,"['Action', 'Horror']",1983,85750
My Fellow Americans,['Comedy'],1996,117119
Mars Attacks!,"['Action', 'Comedy', 'Sci-Fi']",1996,116996
Citizen Ruth,"['Comedy', 'Drama']",1996,115906
Jerry Maguire,"['Drama', 'Romance']",1996,116695
Raising Arizona,['Comedy'],1987,93822
Tin Men,"['Comedy', 'Drama']",1987,94155
Sneakers,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']",1992,105435
Bastard Out of Carolina,['Drama'],1996,115633
In Love and War,"['Romance', 'War']",1996,116621
Marvin's Room,['Drama'],1996,116999
Ghosts of Mississippi,['Drama'],1996,116410
Beavis and Butt-Head Do America,"['Adventure', 'Animation', 'Comedy', 'Crime']",1996,115641
La Cérémonie,"['Crime', 'Drama', 'Mystery', 'Thriller']",1995,112769
Scream,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1996,117571
The Last of the Mohicans,"['Action', 'Romance', 'War', 'Western']",1992,104691
Michael,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1996,117038
Hamlet,"['Crime', 'Drama', 'Romance']",1996,116477
Some Mother's Son,['Drama'],1996,117690
The Whole Wide World,['Drama'],1996,118163
Mother,['Comedy'],1996,117091
"Thieves (Voleurs, Les)","['Crime', 'Drama', 'Romance']",1996,118100
Evita,"['Drama', 'Musical']",1996,116250
The Portrait of a Lady,['Drama'],1996,117364
Walkabout,"['Adventure', 'Drama']",1971,67959
Murder at 1600,"['Crime', 'Drama', 'Mystery', 'Thriller']",1997,119731
Hearts and Minds,['Drama'],1996,116506
Fierce Creatures,['Comedy'],1997,119115
Zeus and Roxanne,['Children'],1997,120550
Turbulence,"['Action', 'Thriller']",1997,120390
Angel Baby,['Drama'],1995,112362
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),"['Action', 'Adventure', 'Comedy', 'Thriller']",1996,116704
Underworld,"['Comedy', 'Thriller']",1996,120414
Beverly Hills Ninja,"['Action', 'Comedy']",1997,118708
Metro,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1997,119664
The Cement Garden,['Drama'],1993,106535
Dante's Peak,"['Action', 'Thriller']",1997,118928
Meet Wally Sparks,['Comedy'],1997,119644
Amos & Andrew,['Comedy'],1993,106266
Benny & Joon,"['Comedy', 'Romance']",1993,106387
Prefontaine,['Drama'],1997,119937
McHale's Navy,"['Comedy', 'War']",1997,119640
Kolya (Kolja),"['Comedy', 'Drama']",1996,116790
Gridlock'd,['Crime'],1997,119225
Waiting for Guffman,['Comedy'],1996,118111
The Beautician and the Beast,"['Comedy', 'Romance']",1997,118691
SubUrbia,"['Comedy', 'Drama']",1997,120238
The Pest,['Comedy'],1997,119887
Fools Rush In,"['Comedy', 'Drama', 'Romance']",1997,119141
Touch,"['Drama', 'Fantasy', 'Romance']",1997,120357
Absolute Power,"['Mystery', 'Thriller']",1997,118548
That Darn Cat,"['Children', 'Comedy', 'Mystery']",1997,120317
Vegas Vacation (National Lampoon's Las Vegas Vacation),['Comedy'],1997,120434
Lost Highway,"['Crime', 'Drama', 'Fantasy', 'Film-Noir', 'Mystery', 'Romance']",1997,116922
Rosewood,"['Action', 'Drama']",1997,120036
Donnie Brasco,"['Crime', 'Drama']",1997,119008
Booty Call,"['Comedy', 'Romance']",1997,118750
Best Men,"['Action', 'Comedy', 'Crime', 'Drama']",1997,118702
Jungle2Jungle (a.k.a. Jungle 2 Jungle),"['Children', 'Comedy']",1997,119432
Kama Sutra: A Tale of Love,['Romance'],1996,116743
Private Parts,"['Comedy', 'Drama']",1997,119951
Love Jones,['Romance'],1997,119572
The Saint,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",1997,120053
Smilla's Sense of Snow,"['Drama', 'Thriller']",1997,120152
Crash,"['Drama', 'Thriller']",1996,115964
The Daytrippers,"['Comedy', 'Drama', 'Mystery', 'Romance']",1996,116041
Liar Liar,['Comedy'],1997,119528
Selena,"['Drama', 'Musical']",1997,120094
The Devil's Own,"['Action', 'Drama', 'Thriller']",1997,118972
Cats Don't Dance,"['Animation', 'Children', 'Musical']",1997,118829
B*A*P*S,['Comedy'],1997,118663
Love and Other Catastrophes,['Romance'],1996,116931
Turbo: A Power Rangers Movie,"['Action', 'Adventure', 'Children']",1997,120389
Anna Karenina,"['Drama', 'Romance']",1997,118623
Double Team,['Action'],1997,119013
Inventing the Abbotts,"['Drama', 'Romance']",1997,119381
Anaconda,"['Action', 'Adventure', 'Thriller']",1997,118615
Grosse Pointe Blank,"['Comedy', 'Crime', 'Romance']",1997,119229
Kissed,"['Drama', 'Romance']",1996,116783
8 Heads in a Duffel Bag,['Comedy'],1997,118541
Paradise Road,"['Drama', 'War']",1997,119859
Romy and Michele's High School Reunion,['Comedy'],1997,120032
Temptress Moon (Feng Yue),['Romance'],1996,116295
Volcano,"['Action', 'Drama', 'Thriller']",1997,120461
Children of the Revolution,['Comedy'],1996,115886
Austin Powers: International Man of Mystery,"['Action', 'Adventure', 'Comedy']",1997,118655
Breakdown,"['Action', 'Thriller']",1997,118771
Broken English,['Drama'],1996,115760
Fathers' Day,['Comedy'],1997,119109
The Fifth Element,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1997,119116
Nowhere,"['Comedy', 'Drama']",1997,119809
"Promise, The (La promesse)",['Drama'],1996,117398
Shall We Dance? (Shall We Dansu?),"['Comedy', 'Drama', 'Romance']",1996,117615
Addicted to Love,"['Comedy', 'Romance']",1997,118556
Brassed Off,"['Comedy', 'Drama', 'Romance']",1996,115744
The Lost World: Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1997,119567
Ponette,['Drama'],1996,117359
Schizopolis,['Comedy'],1996,117561
Shiloh,"['Children', 'Drama']",1997,120118
Rough Magic,"['Drama', 'Romance']",1995,114303
Trial and Error,"['Comedy', 'Romance']",1997,120373
Buddy,"['Adventure', 'Children', 'Drama']",1997,118787
Con Air,"['Action', 'Adventure', 'Thriller']",1997,118880
The Pillow Book,"['Drama', 'Romance']",1996,114134
Speed 2: Cruise Control,"['Action', 'Romance', 'Thriller']",1997,120179
Batman & Robin,"['Action', 'Adventure', 'Fantasy', 'Thriller']",1997,118688
For Roseanna (Roseanna's Grave),"['Comedy', 'Drama', 'Romance']",1997,120034
Head Above Water,"['Comedy', 'Thriller']",1996,116502
Hercules,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",1997,119282
My Best Friend's Wedding,"['Comedy', 'Romance']",1997,119738
When the Cat's Away (Chacun cherche son chat),"['Comedy', 'Romance']",1996,115856
"Contempt (Mépris, Le)",['Drama'],1963,57345
Face/Off,"['Action', 'Crime', 'Drama', 'Thriller']",1997,119094
Fall,['Romance'],1997,119098
Men in Black (a.k.a. MIB),"['Action', 'Comedy', 'Sci-Fi']",1997,119654
Out to Sea,['Comedy'],1997,119848
Wild America,"['Adventure', 'Children']",1997,120512
A Simple Wish,"['Children', 'Fantasy']",1997,120133
Contact,"['Drama', 'Sci-Fi']",1997,118884
Love Serenade,['Comedy'],1996,116930
G.I. Jane,"['Action', 'Drama']",1997,119173
Conan the Barbarian,"['Action', 'Adventure', 'Fantasy']",1982,82198
George of the Jungle,"['Children', 'Comedy']",1997,119190
Cop Land,"['Action', 'Crime', 'Drama', 'Thriller']",1997,118887
Event Horizon,"['Horror', 'Sci-Fi', 'Thriller']",1997,119081
Spawn,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1997,120177
Air Bud,"['Children', 'Comedy']",1997,118570
Picture Perfect,"['Comedy', 'Romance']",1997,119896
In the Company of Men,"['Comedy', 'Drama']",1997,119361
Career Girls,['Drama'],1997,118818
Conspiracy Theory,"['Drama', 'Mystery', 'Romance', 'Thriller']",1997,118883
Desperate Measures,"['Crime', 'Drama', 'Thriller']",1998,118966
Steel,['Action'],1997,120207
She's So Lovely,"['Drama', 'Romance']",1997,120112
Hoodlum,"['Crime', 'Drama', 'Film-Noir']",1997,119311
Leave It to Beaver,['Comedy'],1997,119509
Mimic,"['Horror', 'Sci-Fi', 'Thriller']",1997,119675
Money Talks,"['Action', 'Comedy']",1997,119695
Excess Baggage,"['Adventure', 'Romance']",1997,119086
Kull the Conqueror,"['Action', 'Adventure']",1997,119484
Air Force One,"['Action', 'Thriller']",1997,118571
187 (One Eight Seven),"['Drama', 'Thriller']",1997,118531
The Hunt for Red October,"['Action', 'Adventure', 'Thriller']",1990,99810
My Own Private Idaho,"['Drama', 'Romance']",1991,102494
"Kiss Me, Guido",['Comedy'],1997,119465
Star Maps,['Drama'],1997,120197
In & Out,['Comedy'],1997,119360
The Edge,"['Adventure', 'Drama']",1997,119051
The Peacemaker,"['Action', 'Thriller', 'War']",1997,119874
L.A. Confidential,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1997,119488
Seven Years in Tibet,"['Adventure', 'Drama', 'War']",1997,120102
Kiss the Girls,"['Crime', 'Drama', 'Mystery', 'Thriller']",1997,119468
Soul Food,['Drama'],1997,120169
Wishmaster,['Horror'],1997,120524
A Thousand Acres,['Drama'],1997,120323
The Game,"['Drama', 'Mystery', 'Thriller']",1997,119174
Fire Down Below,"['Action', 'Drama', 'Thriller']",1997,119123
U Turn,"['Crime', 'Drama', 'Mystery']",1997,120399
The MatchMaker,"['Comedy', 'Romance']",1997,119632
The Assignment,"['Action', 'Thriller']",1997,118647
Ulee's Gold,['Drama'],1997,120402
The Ice Storm,['Drama'],1997,119349
Chasing Amy,"['Comedy', 'Drama', 'Romance']",1997,118842
The Full Monty,"['Comedy', 'Drama']",1997,119164
Indian Summer (a.k.a. Alive & Kicking),"['Comedy', 'Drama']",1996,116631
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)","['Drama', 'Romance']",1997,119280
I Know What You Did Last Summer,"['Horror', 'Mystery', 'Thriller']",1997,119345
The Devil's Advocate,"['Drama', 'Mystery', 'Thriller']",1997,118971
RocketMan (a.k.a. Rocket Man),"['Children', 'Comedy', 'Romance', 'Sci-Fi']",1997,120029
Playing God,"['Crime', 'Drama', 'Thriller']",1997,119906
The House of Yes,"['Comedy', 'Drama']",1997,119324
"Fast, Cheap & Out of Control",['Documentary'],1997,119107
Washington Square,['Drama'],1997,120481
Year of the Horse,['Documentary'],1997,120539
Gattaca,"['Drama', 'Sci-Fi', 'Thriller']",1997,119177
FairyTale: A True Story,"['Children', 'Drama', 'Fantasy']",1997,119095
Phantoms,"['Drama', 'Horror', 'Thriller']",1998,119891
Swept from the Sea,"['Drama', 'Romance']",1997,120257
A Life Less Ordinary,"['Romance', 'Thriller']",1997,119535
Hurricane Streets,['Drama'],1997,119338
Eve's Bayou,['Drama'],1997,119080
Switchback,"['Crime', 'Mystery', 'Thriller']",1997,119210
Gang Related,['Crime'],1997,118900
Stripes,"['Comedy', 'War']",1981,83131
Bean,['Comedy'],1997,118689
Mad City,"['Action', 'Drama']",1997,119592
Welcome to Sarajevo,"['Drama', 'War']",1997,120490
Deceiver,"['Crime', 'Drama', 'Thriller']",1997,119527
The Rainmaker,['Drama'],1997,119978
Boogie Nights,['Drama'],1997,118749
Witness,"['Drama', 'Romance', 'Thriller']",1985,90329
Incognito,"['Crime', 'Thriller']",1997,119365
Starship Troopers,"['Action', 'Sci-Fi']",1997,120201
Critical Care,"['Comedy', 'Drama']",1997,118901
The Joy Luck Club,"['Drama', 'Romance']",1993,107282
Chairman of the Board,['Comedy'],1998,118836
Sliding Doors,"['Drama', 'Romance']",1998,120148
Mortal Kombat: Annihilation,"['Action', 'Adventure', 'Fantasy']",1997,119707
The Truman Show,"['Comedy', 'Drama', 'Sci-Fi']",1998,120382
The Wings of the Dove,"['Drama', 'Romance']",1997,120520
Mrs. Dalloway,"['Drama', 'Romance']",1997,119723
"I Love You, I Love You Not","['Drama', 'Romance']",1996,116592
Red Corner,"['Crime', 'Thriller']",1997,119994
The Jackal,"['Action', 'Thriller']",1997,119395
Anastasia,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical']",1997,118617
The Man Who Knew Too Little,"['Comedy', 'Crime', 'Thriller']",1997,120483
Alien: Resurrection,"['Action', 'Horror', 'Sci-Fi']",1997,118583
Amistad,"['Drama', 'Mystery']",1997,118607
The Apostle,['Drama'],1997,118632
Artemisia,['Drama'],1997,123385
Bent,"['Drama', 'War']",1997,118698
The Butcher Boy,"['Comedy', 'Drama']",1997,118804
Deconstructing Harry,"['Comedy', 'Drama']",1997,118954
Flubber,"['Children', 'Comedy', 'Fantasy']",1997,119137
For Richer or Poorer,['Comedy'],1997,119142
Good Will Hunting,"['Drama', 'Romance']",1997,119217
Home Alone 3,"['Children', 'Comedy']",1997,119303
Midnight in the Garden of Good and Evil,"['Crime', 'Drama', 'Mystery']",1997,119668
Mouse Hunt,"['Children', 'Comedy']",1997,119715
Scream 2,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1997,120082
Stranger in the House,['Thriller'],1997,120222
The Sweet Hereafter,['Drama'],1997,120255
Titanic,"['Drama', 'Romance']",1997,120338
Tomorrow Never Dies,"['Action', 'Adventure', 'Thriller']",1997,120347
The Postman,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",1997,119925
The Horse Whisperer,"['Drama', 'Romance']",1998,119314
Jackie Brown,"['Crime', 'Drama', 'Thriller']",1997,119396
Kundun,['Drama'],1997,119485
Mr. Magoo,['Comedy'],1997,119718
The Big Lebowski,"['Comedy', 'Crime']",1998,118715
Afterglow,"['Drama', 'Romance']",1997,118566
My Life in Pink (Ma vie en rose),"['Comedy', 'Drama']",1997,119590
Great Expectations,"['Drama', 'Romance']",1998,119223
3 Ninjas: High Noon On Mega Mountain,"['Action', 'Children', 'Comedy']",1998,118539
Senseless,['Comedy'],1998,120820
Wag the Dog,['Comedy'],1997,120885
Dark City,"['Adventure', 'Film-Noir', 'Sci-Fi', 'Thriller']",1998,118929
Hard Rain,"['Action', 'Crime', 'Thriller']",1998,120696
Half Baked,['Comedy'],1998,120693
Fallen,"['Crime', 'Drama', 'Fantasy', 'Thriller']",1998,119099
Shooting Fish,"['Comedy', 'Romance']",1997,120122
Fallen Angels (Duo luo tian shi),"['Drama', 'Romance']",1995,112913
"Four Days in September (O Que É Isso, Companheiro?)",['Drama'],1997,119815
Spice World,['Comedy'],1997,120185
Deep Rising,"['Action', 'Horror', 'Sci-Fi']",1998,118956
Music From Another Room,"['Drama', 'Romance']",1998,119734
The Replacement Killers,"['Action', 'Crime', 'Thriller']",1998,120008
B. Monkey,"['Crime', 'Romance', 'Thriller']",1998,120594
Night Flier,['Horror'],1997,119784
Blues Brothers 2000,"['Action', 'Comedy', 'Musical']",1998,118747
